,Studies,Action,Log_hrs,Study_hrs
9065,s36903,Quality-checks  ,0.5,23.08333333
9070,s36903,Documentation  ,0.333333333,23.08333333
9069,s36903,Initial-review-and-planning  ,1,23.08333333
9067,s36903,Quality-checks  ,0.5,23.08333333
9068,s36903,Initial-review-and-planning  ,0.5,23.08333333
9064,s36903,Communication-for-study  ,0.5,23.08333333
9083,s36904,Quality-checks  ,0.25,6.833333333
9085,s36904,Documentation  ,0.333333333,6.833333333
9082,s36904,Non-curation  ,1.25,6.833333333
9084,s36904,Documentation  ,1,6.833333333
9090,s36904,Transformation-of-data  ,0.75,6.833333333
9091,s36904,Quality-checks  ,0.5,6.833333333
9088,s36904,Transformation-of-data  ,0.75,6.833333333
9087,s36904,Quality-checks  ,0.5,6.833333333
9089,s36904,Quality-checks  ,0.5,6.833333333
9086,s36904,Communication-for-study  ,1,6.833333333
9097,s36905,Quality-checks  ,0.5,6
9099,s36905,Documentation  ,0.5,6
9093,s36905,Quality-checks  ,0.5,6
9095,s36905,Transformation-of-data  ,1.25,6
9100,s36905,Documentation  ,0.333333333,6
9096,s36905,Quality-checks  ,0.25,6
9092,s36905,Non-curation  ,1.25,6
9098,s36905,Documentation  ,0.666666667,6
9094,s36905,Transformation-of-data  ,0.75,6
9105,s36906,Documentation  ,0.666666667,5.416666667
9102,s36906,Non-curation  ,1.25,5.416666667
9103,s36906,Documentation  ,0.5,5.416666667
9107,s36906,Transformation-of-data  ,1,5.416666667
9101,s36906,Quality-checks  ,0.25,5.416666667
9104,s36906,Documentation  ,0.5,5.416666667
9106,s36906,Transformation-of-data  ,0.75,5.416666667
9108,s36906,Quality-checks  ,0.5,5.416666667
9112,s36907,Quality-checks  ,1,67.66666667
9113,s36907,Quality-checks  ,8,67.66666667
9114,s36907,Communication-for-study  ,1,67.66666667
9109,s36907,Communication-for-study  ,6,67.66666667
9110,s36907,Metadata-study-level  ,4,67.66666667
9111,s36907,Quality-checks  ,7,67.66666667
9116,s36907,Documentation  ,0.166666667,67.66666667
9117,s36907,Quality-checks  ,1,67.66666667
9119,s36907,Initial-review-and-planning  ,2,67.66666667
9122,s36907,Documentation  ,5,67.66666667
9123,s36907,Metadata-study-level  ,3,67.66666667
9124,s36907,Quality-checks  ,6,67.66666667
9118,s36907,Transformation-of-data  ,8,67.66666667
9120,s36907,Non-curation  ,8,67.66666667
9121,s36907,Metadata-study-level  ,3.5,67.66666667
9115,s36907,Documentation  ,4,67.66666667
9125,s36908,Documentation  ,0.166666667,2.916666667
9126,s36908,Metadata-study-level  ,1,2.916666667
9127,s36908,Documentation  ,1,2.916666667
9128,s36908,Quality-checks  ,0.75,2.916666667
9133,s36909,Quality-checks  ,0.75,3.916666667
9132,s36909,Metadata-study-level  ,1,3.916666667
9131,s36909,Documentation  ,0.166666667,3.916666667
9130,s36909,Documentation  ,1,3.916666667
9129,s36909,Metadata-study-level  ,1,3.916666667
9134,s36910,Documentation  ,0.166666667,2.916666667
9135,s36910,Documentation  ,1,2.916666667
9136,s36910,Quality-checks  ,0.75,2.916666667
9137,s36910,Metadata-study-level  ,1,2.916666667
9138,s36911,Documentation  ,0.166666667,2.916666667
9139,s36911,Quality-checks  ,0.75,2.916666667
9140,s36911,Metadata-study-level  ,1,2.916666667
9141,s36911,Documentation  ,1,2.916666667
9142,s36912,Metadata-study-level  ,0.75,2.666666667
9143,s36912,Metadata-study-level  ,1,2.666666667
9144,s36912,Documentation  ,0.166666667,2.666666667
9145,s36912,Quality-checks  ,0.75,2.666666667
9146,s36913,Quality-checks  ,0.75,2.166666667
9147,s36913,Documentation  ,0.166666667,2.166666667
9148,s36913,Communication-for-study  ,0.75,2.166666667
9149,s36913,Metadata-study-level  ,0.5,2.166666667
9150,s36914,Metadata-study-level  ,0.5,2.166666667
9151,s36914,Communication-for-study  ,0.75,2.166666667
9152,s36914,Documentation  ,0.166666667,2.166666667
9153,s36914,Quality-checks  ,0.75,2.166666667
9157,s36915,Communication-for-study  ,0.75,2.666666667
9154,s36915,Metadata-study-level  ,1,2.666666667
9155,s36915,Communication-for-study  ,0.166666667,2.666666667
9156,s36915,Quality-checks  ,0.75,2.666666667
9161,s36916,Metadata-study-level  ,2,3.666666667
9158,s36916,Quality-checks  ,0.75,3.666666667
9159,s36916,Communication-for-study  ,0.75,3.666666667
9160,s36916,Communication-for-study  ,0.166666667,3.666666667
9165,s36917,Quality-checks  ,0.75,2.25
9163,s36917,Metadata-study-level  ,0.5,2.25
9164,s36917,Documentation  ,0.25,2.25
9162,s36917,Metadata-study-level  ,0.75,2.25
9169,s36919,Metadata-study-level  ,0.5,1.75
9167,s36919,Documentation  ,0.25,1.75
9168,s36919,Quality-checks  ,0.5,1.75
9166,s36919,Other  ,0.5,1.75
9171,s36921,Documentation  ,0.25,2.5
9172,s36921,Communication-for-study  ,0.75,2.5
9170,s36921,Metadata-study-level  ,1,2.5
9173,s36921,Metadata-study-level  ,0.5,2.5
9179,s36922,Documentation  ,0.5,4.416666667
9180,s36922,Documentation  ,0.5,4.416666667
9178,s36922,Other  ,1,4.416666667
9177,s36922,Quality-checks  ,0.5,4.416666667
9176,s36922,Quality-checks  ,0.25,4.416666667
9175,s36922,Metadata-study-level  ,1,4.416666667
9174,s36922,Documentation  ,0.666666667,4.416666667
9184,s36924,Metadata-study-level  ,2.25,3.75
9181,s36924,Communication-for-study  ,0.75,3.75
9182,s36924,Documentation  ,0.25,3.75
9183,s36924,Metadata-study-level  ,0.5,3.75
9187,s36926,Documentation  ,0.25,4.25
9188,s36926,Metadata-study-level  ,2.25,4.25
9185,s36926,Metadata-study-level  ,1,4.25
9186,s36926,Communication-for-study  ,0.75,4.25
9189,s36927,Communication-for-study  ,0.75,2.75
9190,s36927,Metadata-study-level  ,1,2.75
9191,s36927,Documentation  ,0.25,2.75
9192,s36927,Metadata-study-level  ,0.75,2.75
9196,s36928,Metadata-study-level  ,0.5,2.25
3200,s36928,Initial-review-and-planning  ,8,15
9195,s36928,Metadata-study-level  ,0.75,2.25
9193,s36928,Communication-for-study  ,0.75,2.25
9194,s36928,Documentation  ,0.25,2.25
3199,s36928,Initial-review-and-planning  ,7,15
9199,s36929,Documentation  ,0.333333333,2.333333333
9200,s36929,Metadata-study-level  ,0.5,2.333333333
9197,s36929,Communication-for-study  ,0.75,2.333333333
9198,s36929,Metadata-study-level  ,0.75,2.333333333
9201,s36930,Metadata-study-level  ,1,2.833333333
9202,s36930,Documentation  ,0.333333333,2.833333333
9203,s36930,Communication-for-study  ,0.75,2.833333333
9204,s36930,Metadata-study-level  ,0.75,2.833333333
9205,s36931,Communication-for-study  ,0.75,2.333333333
9206,s36931,Metadata-study-level  ,0.75,2.333333333
9207,s36931,Metadata-study-level  ,0.5,2.333333333
9208,s36931,Documentation  ,0.333333333,2.333333333
9212,s36932,Metadata-study-level  ,0.5,2.333333333
9209,s36932,Documentation  ,0.333333333,2.333333333
9211,s36932,Metadata-study-level  ,0.75,2.333333333
9210,s36932,Communication-for-study  ,0.75,2.333333333
9213,s36933,Quality-checks  ,1,5.833333333
9214,s36933,Metadata-study-level  ,3,5.833333333
9215,s36933,Documentation  ,0.333333333,5.833333333
9216,s36933,Communication-for-study  ,0.75,5.833333333
9217,s36933,Metadata-study-level  ,0.75,5.833333333
9222,s36934,Metadata-study-level  ,2,4.083333333
9220,s36934,Communication-for-study  ,0.5,4.083333333
9218,s36934,Documentation  ,0.333333333,4.083333333
9219,s36934,Metadata-study-level  ,1,4.083333333
9221,s36934,Metadata-study-level  ,0.25,4.083333333
9224,s36935,Documentation  ,0.25,3.75
9225,s36935,Metadata-study-level  ,0.5,3.75
9227,s36935,Documentation  ,1,3.75
9223,s36935,Metadata-study-level  ,1,3.75
9228,s36935,Communication-for-study  ,0.75,3.75
9226,s36935,Metadata-study-level  ,0.25,3.75
9229,s36936,Metadata-study-level  ,0.25,2.833333333
9230,s36936,Quality-checks  ,0.75,2.833333333
9232,s36936,Metadata-study-level  ,1,2.833333333
9233,s36936,Documentation  ,0.333333333,2.833333333
9231,s36936,Metadata-study-level  ,0.5,2.833333333
9234,s36937,Metadata-study-level  ,1,2.583333333
9235,s36937,Documentation  ,0.333333333,2.583333333
9236,s36937,Quality-checks  ,0.75,2.583333333
9237,s36937,Metadata-study-level  ,0.5,2.583333333
9240,s36938,Documentation  ,0.333333333,2.583333333
9241,s36938,Quality-checks  ,0.75,2.583333333
9239,s36938,Metadata-study-level  ,0.5,2.583333333
9238,s36938,Metadata-study-level  ,1,2.583333333
9242,s36939,Quality-checks  ,0.5,4.416666667
9243,s36939,Documentation  ,0.5,4.416666667
9244,s36939,Quality-checks  ,0.25,4.416666667
9245,s36939,Documentation  ,0.666666667,4.416666667
9246,s36939,Other  ,1,4.416666667
9247,s36939,Documentation  ,0.5,4.416666667
9248,s36939,Metadata-study-level  ,1,4.416666667
9254,s36940,Documentation  ,0.5,3.916666667
9251,s36940,Other  ,1,3.916666667
9255,s36940,Quality-checks  ,0.25,3.916666667
9250,s36940,Metadata-study-level  ,0.5,3.916666667
9253,s36940,Documentation  ,0.5,3.916666667
9252,s36940,Quality-checks  ,0.5,3.916666667
9249,s36940,Documentation  ,0.666666667,3.916666667
9259,s36941,Documentation  ,0.5,4.666666667
9260,s36941,Documentation  ,0.666666667,4.666666667
9261,s36941,Other  ,1,4.666666667
9262,s36941,Quality-checks  ,0.25,4.666666667
9263,s36941,Quality-checks  ,0.5,4.666666667
9257,s36941,Quality-checks  ,0.5,4.666666667
9256,s36941,Documentation  ,0.5,4.666666667
9258,s36941,Metadata-study-level  ,0.75,4.666666667
9266,s36942,Documentation  ,0.5,4.333333333
9267,s36942,Other  ,1,4.333333333
9264,s36942,Quality-checks  ,0.5,4.333333333
9265,s36942,Metadata-study-level  ,0.75,4.333333333
9268,s36942,Documentation  ,0.833333333,4.333333333
9269,s36942,Quality-checks  ,0.25,4.333333333
9270,s36942,Documentation  ,0.5,4.333333333
9277,s36943,Documentation  ,0.5,4.5
9276,s36943,Documentation  ,0.916666667,4.5
9274,s36943,Documentation  ,0.5,4.5
9273,s36943,Quality-checks  ,0.5,4.5
9271,s36943,Other  ,1,4.5
9275,s36943,Quality-checks  ,0.333333333,4.5
9272,s36943,Metadata-study-level  ,0.75,4.5
9279,s36944,Other  ,1,4.75
9278,s36944,Documentation  ,0.916666667,4.75
9281,s36944,Quality-checks  ,0.5,4.75
9282,s36944,Quality-checks  ,0.333333333,4.75
9283,s36944,Metadata-study-level  ,1,4.75
9284,s36944,Documentation  ,0.5,4.75
9280,s36944,Documentation  ,0.5,4.75
9285,s36945,Metadata-study-level  ,0.75,6
9286,s36945,Documentation  ,0.916666667,6
9287,s36945,Quality-checks  ,0.5,6
9288,s36945,Documentation  ,0.5,6
9289,s36945,Quality-checks  ,0.333333333,6
9290,s36945,Quality-checks  ,0.5,6
9291,s36945,Other  ,2,6
9292,s36945,Documentation  ,0.5,6
9296,s36946,Quality-checks  ,0.5,5.5
9294,s36946,Documentation  ,0.916666667,5.5
9293,s36946,Documentation  ,0.5,5.5
9295,s36946,Metadata-study-level  ,1,5.5
9297,s36946,Documentation  ,0.333333333,5.5
9298,s36946,Other  ,2,5.5
9299,s36946,Quality-checks  ,0.25,5.5
9300,s36947,Quality-checks  ,0.5,6
9301,s36947,Other  ,2,6
9302,s36947,Documentation  ,0.333333333,6
9303,s36947,Documentation  ,0.5,6
9304,s36947,Metadata-study-level  ,1,6
9305,s36947,Quality-checks  ,0.5,6
9306,s36947,Quality-checks  ,0.25,6
9307,s36947,Documentation  ,0.916666667,6
9311,s36948,Metadata-study-level  ,1,6
9310,s36948,Documentation  ,0.916666667,6
9313,s36948,Other  ,2,6
9312,s36948,Documentation  ,0.333333333,6
9315,s36948,Quality-checks  ,0.5,6
9309,s36948,Quality-checks  ,0.5,6
9308,s36948,Documentation  ,0.5,6
9314,s36948,Quality-checks  ,0.25,6
3246,s36949,Transformation-of-data  ,8,498.8333333
3239,s36949,Transformation-of-data  ,4,498.8333333
3240,s36949,Non-curation  ,1.5,498.8333333
3241,s36949,Transformation-of-data  ,5.5,498.8333333
3242,s36949,Quality-checks  ,7,498.8333333
3243,s36949,Quality-checks  ,7.5,498.8333333
3244,s36949,Documentation  ,4,498.8333333
3265,s36949,Quality-checks  ,3,498.8333333
3294,s36949,Quality-checks  ,8,498.8333333
3267,s36949,Transformation-of-data  ,8,498.8333333
3257,s36949,Transformation-of-data  ,8,498.8333333
3290,s36949,Transformation-of-data  ,8,498.8333333
3291,s36949,Non-curation  ,3,498.8333333
3292,s36949,Other  ,0.5,498.8333333
3295,s36949,Other  ,1,498.8333333
3300,s36949,Non-curation  ,8,498.8333333
3227,s36949,Transformation-of-data  ,4,498.8333333
3297,s36949,Communication-for-study  ,3,498.8333333
3298,s36949,Transformation-of-data  ,8,498.8333333
3293,s36949,Quality-checks  ,5.5,498.8333333
3288,s36949,Transformation-of-data  ,1.833333333,498.8333333
3289,s36949,Quality-checks  ,4,498.8333333
3299,s36949,Quality-checks  ,4.5,498.8333333
3236,s36949,Initial-review-and-planning  ,5,498.8333333
3260,s36949,Quality-checks  ,,498.8333333
3247,s36949,Quality-checks  ,1,498.8333333
3250,s36949,Communication-for-study  ,,498.8333333
3251,s36949,Quality-checks  ,5,498.8333333
3252,s36949,Documentation  ,5.5,498.8333333
3253,s36949,Communication-for-study  ,5.5,498.8333333
3254,s36949,Transformation-of-data  ,7.5,498.8333333
3255,s36949,Communication-for-study  ,7.5,498.8333333
3259,s36949,Non-curation  ,1,498.8333333
3285,s36949,Communication-for-study  ,8,498.8333333
3258,s36949,Transformation-of-data  ,8,498.8333333
3248,s36949,Transformation-of-data  ,8,498.8333333
3235,s36949,Transformation-of-data  ,3,498.8333333
3261,s36949,Transformation-of-data  ,8,498.8333333
3262,s36949,Documentation  ,5,498.8333333
3263,s36949,Initial-review-and-planning  ,3,498.8333333
3264,s36949,Transformation-of-data  ,3,498.8333333
3249,s36949,Transformation-of-data  ,8,498.8333333
3245,s36949,Quality-checks  ,8,498.8333333
3256,s36949,Transformation-of-data  ,8,498.8333333
3238,s36949,Quality-checks  ,3,498.8333333
3232,s36949,Transformation-of-data  ,5,498.8333333
3233,s36949,Other  ,7.5,498.8333333
3234,s36949,Other  ,8,498.8333333
3296,s36949,Quality-checks  ,0.5,498.8333333
3205,s36949,Transformation-of-data  ,6,498.8333333
3237,s36949,Quality-checks  ,8,498.8333333
3209,s36949,Initial-review-and-planning  ,3,498.8333333
3215,s36949,Documentation  ,5,498.8333333
3222,s36949,Communication-for-study  ,8,498.8333333
3206,s36949,Transformation-of-data  ,2.5,498.8333333
3207,s36949,Initial-review-and-planning  ,3.333333333,498.8333333
3287,s36949,Transformation-of-data  ,8,498.8333333
3266,s36949,Quality-checks  ,8,498.8333333
3301,s36949,Transformation-of-data  ,1.166666667,498.8333333
3228,s36949,Transformation-of-data  ,8,498.8333333
3212,s36949,Metadata-study-level  ,6,498.8333333
3213,s36949,Quality-checks  ,,498.8333333
3280,s36949,Non-curation  ,1,498.8333333
3211,s36949,Transformation-of-data  ,3.5,498.8333333
3226,s36949,Transformation-of-data  ,5,498.8333333
3216,s36949,Transformation-of-data  ,2,498.8333333
3224,s36949,Transformation-of-data  ,8,498.8333333
3223,s36949,Metadata-study-level  ,2.5,498.8333333
3225,s36949,Transformation-of-data  ,2.5,498.8333333
3221,s36949,Other  ,2,498.8333333
3220,s36949,Non-curation  ,8,498.8333333
3219,s36949,Quality-checks  ,8,498.8333333
3218,s36949,Transformation-of-data  ,2,498.8333333
3217,s36949,Metadata-study-level  ,7,498.8333333
3204,s36949,Documentation  ,8,498.8333333
3286,s36949,Transformation-of-data  ,4,498.8333333
3208,s36949,Communication-for-study  ,2,498.8333333
3270,s36949,Transformation-of-data  ,6,498.8333333
3284,s36949,Quality-checks  ,1.5,498.8333333
3268,s36949,Non-curation  ,4,498.8333333
3275,s36949,Documentation  ,3,498.8333333
3269,s36949,Quality-checks  ,1,498.8333333
3277,s36949,Non-curation  ,1.5,498.8333333
3271,s36949,Quality-checks  ,2,498.8333333
3272,s36949,Communication-for-study  ,8,498.8333333
3273,s36949,Communication-for-study  ,8,498.8333333
3274,s36949,Quality-checks  ,3,498.8333333
3276,s36949,Quality-checks  ,1,498.8333333
3283,s36949,Transformation-of-data  ,7,498.8333333
3202,s36949,Communication-for-study  ,6,498.8333333
3278,s36949,Transformation-of-data  ,8,498.8333333
3279,s36949,Transformation-of-data  ,8,498.8333333
3210,s36949,Transformation-of-data  ,8,498.8333333
3281,s36949,Quality-checks  ,5,498.8333333
3282,s36949,Transformation-of-data  ,5,498.8333333
3231,s36949,Non-curation  ,0.5,498.8333333
3230,s36949,Transformation-of-data  ,3.5,498.8333333
3229,s36949,Documentation  ,8,498.8333333
3214,s36949,Transformation-of-data  ,5.5,498.8333333
3201,s36949,Documentation  ,3,498.8333333
3203,s36949,Documentation  ,3,498.8333333
3303,s36954,Quality-checks  ,3.916666667,5.833333333
3304,s36954,Non-curation  ,1,5.833333333
3302,s36954,Quality-checks  ,0.916666667,5.833333333
3310,s36962,Quality-checks  ,8.5,47.5
3311,s36962,Quality-checks  ,5,47.5
3309,s36962,Quality-checks  ,5,47.5
3312,s36962,Quality-checks  ,4,47.5
3307,s36962,Quality-checks  ,1,47.5
3306,s36962,Other  ,1.5,47.5
3305,s36962,Quality-checks  ,3.5,47.5
3308,s36962,Documentation  ,3,47.5
3318,s36963,Communication-for-study  ,1.5,158
3316,s36963,Quality-checks  ,3,158
3317,s36963,Initial-review-and-planning  ,1,158
3314,s36963,Communication-for-study  ,0.5,158
3313,s36963,Non-curation  ,6,158
3315,s36963,Quality-checks  ,4,158
3323,s36970,Transformation-of-data  ,4.5,31
3320,s36970,Transformation-of-data  ,6,31
3321,s36970,Initial-review-and-planning  ,3.5,31
3322,s36970,Quality-checks  ,0.5,31
3319,s36970,Quality-checks  ,0.5,31
3325,s36970,Quality-checks  ,4.5,31
3326,s36970,Quality-checks  ,4,31
3327,s36970,Quality-checks  ,4,31
3328,s36970,Metadata-study-level  ,0.5,31
3324,s36970,Quality-checks  ,3,31
3333,s36971,Quality-checks  ,2.5,108.75
3339,s36971,Quality-checks  ,8,108.75
3330,s36971,Communication-for-study  ,8,108.75
3336,s36971,Communication-for-study  ,4,108.75
3338,s36971,Transformation-of-data  ,8,108.75
3340,s36971,Transformation-of-data  ,8,108.75
3332,s36971,Transformation-of-data  ,8,108.75
3335,s36971,Non-curation  ,5,108.75
3329,s36971,Communication-for-study  ,1,108.75
3345,s36971,Transformation-of-data  ,3,108.75
3349,s36971,Documentation  ,7,108.75
3334,s36971,Communication-for-study  ,4,108.75
3337,s36971,Documentation  ,,108.75
3331,s36971,Non-curation  ,0.75,108.75
3341,s36971,Initial-review-and-planning  ,6.5,108.75
3351,s36971,Transformation-of-data  ,4,108.75
3348,s36971,Quality-checks  ,4,108.75
3342,s36971,Other  ,1,108.75
3344,s36971,Initial-review-and-planning  ,2.5,108.75
3346,s36971,Documentation  ,6,108.75
3347,s36971,Transformation-of-data  ,8,108.75
3343,s36971,Transformation-of-data  ,6,108.75
3350,s36971,Initial-review-and-planning  ,2.5,108.75
3352,s36975,Quality-checks  ,0.5,96
3353,s36975,Quality-checks  ,7.5,96
3354,s36975,Quality-checks  ,4,96
3355,s36975,Quality-checks  ,7,96
3357,s36976,Transformation-of-data  ,8,36.5
3358,s36976,Quality-checks  ,2,36.5
3359,s36976,Initial-review-and-planning  ,6,36.5
3356,s36976,Initial-review-and-planning  ,0.5,36.5
3361,s36976,Documentation  ,6,36.5
3362,s36976,Documentation  ,5,36.5
3360,s36976,Non-curation  ,1,36.5
3363,s36976,Documentation  ,8,36.5
3364,s36977,Non-curation  ,1.5,96.5
3365,s36977,Metadata-study-level  ,1,96.5
3366,s36977,Non-curation  ,1.5,96.5
3367,s36977,Metadata-study-level  ,4,96.5
3368,s36977,Initial-review-and-planning  ,1,96.5
3369,s36977,Documentation  ,2.5,96.5
3375,s36977,Non-curation  ,2,96.5
3370,s36977,Other  ,3.5,96.5
3372,s36977,Quality-checks  ,3.5,96.5
3377,s36977,Communication-for-study  ,3.5,96.5
3379,s36977,Quality-checks  ,2,96.5
3380,s36977,Quality-checks  ,0.5,96.5
3381,s36977,Initial-review-and-planning  ,0.75,96.5
3383,s36977,Other  ,4,96.5
3371,s36977,Non-curation  ,1,96.5
3398,s36977,Non-curation  ,1,96.5
3373,s36977,Non-curation  ,1,96.5
3400,s36977,Metadata-study-level  ,2,96.5
3374,s36977,Quality-checks  ,1.5,96.5
