STUDY,ACTION_LABEL,LOG_HRS,STUDY_HRS
35525,Quality-checks,3.5,421.5
35525,Quality-checks,4.5,421.5
35525,Quality-checks,5.5,421.5
35525,Transformation-of-data,8.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,8.5,421.5
35525,Quality-checks,6.5,421.5
35525,Quality-checks,8.5,421.5
35525,Quality-checks,0.5,421.5
35525,Transformation-of-data,6.5,421.5
35525,Non-curation,2.5,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,1.5,421.5
35525,Quality-checks,5.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Communication-for-study,2.5,421.5
35525,Communication-for-study,0.5,421.5
35525,Communication-for-study,8.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Initial-review-and-planning,8.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,7.0,421.5
35525,Quality-checks,4.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,4.0,421.5
35525,Quality-checks,2.0,421.5
35525,Non-curation,8.0,421.5
35525,Quality-checks,7.5,421.5
35525,Quality-checks,3.5,421.5
35525,Quality-checks,8.0,421.5
35525,Quality-checks,8.0,421.5
35525,Initial-review-and-planning,6.0,421.5
35525,Quality-checks,1.5,421.5
35525,Quality-checks,4.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,6.5,421.5
35525,Communication-for-study,5.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,2.0,421.5
35525,Metadata-study-level,7.0,421.5
35525,Non-curation,3.5,421.5
35525,Quality-checks,8.5,421.5
35525,Communication-for-study,8.0,421.5
35525,Transformation-of-data,1.0,421.5
35525,Communication-for-study,4.0,421.5
35525,Transformation-of-data,8.0,421.5
35525,Quality-checks,1.0,421.5
35525,Quality-checks,3.0,421.5
35525,Communication-for-study,7.0,421.5
35525,Other,0.5,421.5
35525,Transformation-of-data,8.5,421.5
35525,Quality-checks,4.5,421.5
35525,Quality-checks,7.0,421.5
35525,Documentation,8.0,421.5
35525,Quality-checks,6.0,421.5
35525,Quality-checks,6.5,421.5
35525,Quality-checks,3.5,421.5
35525,Quality-checks,8.0,421.5
35525,Quality-checks,8.0,421.5
35525,Communication-for-study,6.0,421.5
35525,Quality-checks,8.0,421.5
35525,Initial-review-and-planning,6.5,421.5
35525,Transformation-of-data,4.0,421.5
35525,Quality-checks,0.5,421.5
35525,Quality-checks,0.5,421.5
35525,Quality-checks,2.0,421.5
35614,Non-curation,0.5,12.0
35614,Quality-checks,1.0,12.0
35614,Transformation-of-data,2.5,12.0
35614,Initial-review-and-planning,,12.0
35614,Metadata-study-level,,12.0
35614,Quality-checks,1.5,12.0
35614,Initial-review-and-planning,,12.0
35616,Quality-checks,8.0,25.5
35616,Metadata-study-level,6.0,25.5
35616,Communication-for-study,8.0,25.5
35616,Quality-checks,3.0,25.5
35616,Quality-checks,0.5,25.5
35621,Metadata-study-level,8.0,43.0
35621,Transformation-of-data,8.5,43.0
35621,Quality-checks,5.0,43.0
35621,Transformation-of-data,2.5,43.0
35621,Quality-checks,1.0,43.0
35621,Quality-checks,1.0,43.0
35621,Quality-checks,1.5,43.0
35621,Quality-checks,2.5,43.0
35621,Initial-review-and-planning,8.0,43.0
35621,Documentation,5.0,43.0
35622,Initial-review-and-planning,8.0,80.5
35622,Initial-review-and-planning,,80.5
35622,Quality-checks,8.0,80.5
35622,Quality-checks,,80.5
35622,Quality-checks,2.0,80.5
35622,Non-curation,4.0,80.5
35622,Quality-checks,7.0,80.5
35622,Initial-review-and-planning,3.0,80.5
35622,Initial-review-and-planning,,80.5
35622,Metadata-study-level,8.0,80.5
35622,Quality-checks,1.0,80.5
35622,Initial-review-and-planning,6.5,80.5
35622,Documentation,8.0,80.5
35622,Communication-for-study,0.5,80.5
35622,Initial-review-and-planning,,80.5
35622,Metadata-study-level,8.0,80.5
35623,Initial-review-and-planning,0.5,42.5
35623,Quality-checks,2.0,42.5
35623,Quality-checks,0.5,42.5
35623,Communication-for-study,0.5,42.5
35623,Quality-checks,1.0,42.5
35623,Metadata-study-level,6.5,42.5
35623,Non-curation,8.0,42.5
35624,Quality-checks,1.0,63.0
35624,Initial-review-and-planning,4.0,63.0
35624,Quality-checks,0.5,63.0
35624,Quality-checks,2.0,63.0
35624,Quality-checks,1.0,63.0
35624,Communication-for-study,0.5,63.0
35624,Quality-checks,0.5,63.0
35624,Quality-checks,1.0,63.0
35624,Initial-review-and-planning,6.0,63.0
35624,Initial-review-and-planning,4.0,63.0
35624,Documentation,8.0,63.0
35624,Metadata-study-level,6.0,63.0
35624,Quality-checks,1.0,63.0
35624,Metadata-study-level,0.5,63.0
35624,Quality-checks,4.0,63.0
35624,Transformation-of-data,8.0,63.0
35624,Other,2.0,63.0
35624,Metadata-study-level,2.0,63.0
35624,Other,3.0,63.0
35624,Communication-for-study,1.0,63.0
35624,Quality-checks,3.0,63.0
35624,Quality-checks,2.0,63.0
35624,Non-curation,2.0,63.0
36034,Quality-checks,1.0,90.75
36034,Quality-checks,4.0,90.75
36034,Quality-checks,1.0,90.75
36034,Transformation-of-data,1.0,90.75
36034,Communication-for-study,8.0,90.75
36034,Other,6.5,90.75
36034,Transformation-of-data,6.5,90.75
36034,Other,5.0,90.75
36034,Transformation-of-data,,90.75
36034,Non-curation,0.5,90.75
36034,Documentation,2.0,90.75
36034,Transformation-of-data,6.0,90.75
36034,Initial-review-and-planning,1.5,90.75
36034,Transformation-of-data,,90.75
36034,Documentation,1.5,90.75
36034,Transformation-of-data,3.5,90.75
36034,Quality-checks,,90.75
36034,Quality-checks,0.25,90.75
36034,Transformation-of-data,,90.75
36034,Quality-checks,0.5,90.75
36034,Quality-checks,,90.75
36034,Documentation,,90.75
36034,Initial-review-and-planning,,90.75
36045,Quality-checks,,7.5
36045,Documentation,,7.5
36045,Quality-checks,0.5,7.5
36045,Quality-checks,1.0,7.5
36144,Quality-checks,1.0,1.0
36151,Quality-checks,,3.0
36151,Quality-checks,0.1666666666666666,3.0
36151,Communication-for-study,0.5,3.0
36151,Initial-review-and-planning,0.5,3.0
36151,Quality-checks,0.5,3.0
36151,Initial-review-and-planning,1.0,3.0
36151,Quality-checks,0.0833333333333333,3.0
36178,Quality-checks,3.0,176.5
36178,Non-curation,5.0,176.5
36178,Transformation-of-data,1.5,176.5
36178,Non-curation,3.0,176.5
36178,Transformation-of-data,7.25,176.5
36178,Transformation-of-data,8.0,176.5
36178,Initial-review-and-planning,1.0,176.5
36178,Non-curation,0.5,176.5
36178,Quality-checks,8.0,176.5
36178,Transformation-of-data,8.0,176.5
36178,Transformation-of-data,8.0,176.5
36178,Transformation-of-data,5.0,176.5
36178,Quality-checks,3.0,176.5
36178,Non-curation,7.5,176.5
36178,Quality-checks,3.0,176.5
36178,Quality-checks,1.0,176.5
36178,Transformation-of-data,2.0,176.5
36178,Non-curation,3.5,176.5
36178,Transformation-of-data,8.0,176.5
36178,Transformation-of-data,7.75,176.5
36178,Transformation-of-data,5.5,176.5
36178,Non-curation,0.5,176.5
36178,Metadata-study-level,2.0,176.5
36178,Non-curation,0.5,176.5
36178,Documentation,4.0,176.5
36178,Non-curation,7.5,176.5
36178,Quality-checks,5.0,176.5
36178,Quality-checks,2.0,176.5
36178,Non-curation,8.0,176.5
36178,Quality-checks,1.0,176.5
36178,Transformation-of-data,8.0,176.5
36178,Non-curation,7.0,176.5
36178,Transformation-of-data,8.0,176.5
36178,Non-curation,5.5,176.5
36178,Quality-checks,0.5,176.5
36178,Metadata-study-level,8.0,176.5
36178,Non-curation,0.5,176.5
36178,Documentation,2.0,176.5
36178,Initial-review-and-planning,0.5,176.5
36178,Quality-checks,5.5,176.5
36208,Quality-checks,3.0,44.5
36208,Documentation,4.0,44.5
36208,Initial-review-and-planning,8.0,44.5
36208,Quality-checks,0.5,44.5
36208,Quality-checks,4.0,44.5
36208,Transformation-of-data,4.0,44.5
36208,Quality-checks,2.0,44.5
36208,Documentation,1.0,44.5
36208,Initial-review-and-planning,4.0,44.5
36208,Quality-checks,1.0,44.5
36208,Quality-checks,3.0,44.5
36208,Metadata-study-level,1.0,44.5
36208,Quality-checks,2.0,44.5
36208,Transformation-of-data,2.0,44.5
36208,Transformation-of-data,3.0,44.5
36231,Communication-for-study,4.5,163.0
36231,Quality-checks,1.0,11.0
36231,Documentation,4.0,163.0
36231,Communication-for-study,5.0,163.0
36231,Communication-for-study,,42.0
36231,Documentation,1.5,42.0
36231,Metadata-study-level,1.0,11.0
36231,Quality-checks,0.5,42.0
36231,Quality-checks,,42.0
36231,Transformation-of-data,2.5,42.0
36231,Documentation,3.5,163.0
36231,Other,3.0,163.0
36231,Transformation-of-data,2.0,163.0
36231,Documentation,0.5,42.0
36231,Transformation-of-data,1.5,163.0
36231,Initial-review-and-planning,4.0,163.0
36231,Quality-checks,1.0,16.5
36231,Quality-checks,1.0,16.5
36231,Transformation-of-data,1.5,163.0
36231,Other,7.0,163.0
36231,Quality-checks,2.5,46.5
36231,Quality-checks,4.0,46.5
36231,Documentation,1.0,16.5
36231,Documentation,3.0,163.0
36231,Transformation-of-data,3.0,46.5
36231,Communication-for-study,6.0,163.0
36231,Other,7.0,163.0
36231,Metadata-study-level,8.0,901.0
36231,Documentation,8.0,901.0
36231,Quality-checks,1.0,42.0
36231,Metadata-study-level,0.5,42.0
36231,Initial-review-and-planning,7.0,163.0
36231,Initial-review-and-planning,0.5,42.0
36231,Communication-for-study,8.0,901.0
36231,Documentation,5.5,901.0
36231,Quality-checks,0.5,420.0
36231,Metadata-study-level,2.0,36.5
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,1.0,420.0
36231,Non-curation,8.0,901.0
36231,Transformation-of-data,0.5,420.0
36231,Transformation-of-data,,901.0
36231,Transformation-of-data,8.0,901.0
36231,Non-curation,1.0,420.0
36231,Non-curation,,42.0
36231,Communication-for-study,4.0,901.0
36231,Quality-checks,4.0,36.5
36231,Communication-for-study,5.0,901.0
36231,Quality-checks,1.0,36.5
36231,Quality-checks,4.0,901.0
36231,Quality-checks,4.0,901.0
36231,Quality-checks,2.5,46.5
36231,Quality-checks,1.0,46.5
36231,Documentation,1.0,16.5
36231,Quality-checks,3.5,46.5
36231,Documentation,1.0,163.0
36231,Non-curation,0.25,42.0
36231,Documentation,2.5,163.0
36231,Communication-for-study,2.0,901.0
36231,Quality-checks,1.0,46.5
36231,Non-curation,0.5,420.0
36231,Quality-checks,2.5,46.5
36231,Initial-review-and-planning,1.0,42.0
36231,Other,4.0,46.5
36231,Quality-checks,1.0,42.0
36231,Communication-for-study,,42.0
36231,Metadata-study-level,,901.0
36231,Documentation,1.0,163.0
36231,Quality-checks,2.0,11.0
36231,Other,4.5,163.0
36231,Transformation-of-data,1.5,163.0
36231,Quality-checks,1.0,42.0
36231,Quality-checks,1.0,11.0
36231,Initial-review-and-planning,4.0,163.0
36231,Other,7.5,163.0
36231,Quality-checks,0.5,163.0
36231,Transformation-of-data,,11.0
36231,Non-curation,1.5,42.0
36231,Quality-checks,0.5,46.5
36231,Other,2.5,163.0
36231,Communication-for-study,5.0,163.0
36231,Documentation,2.5,163.0
36231,Other,1.0,46.5
36231,Communication-for-study,2.0,16.5
36231,Communication-for-study,4.0,163.0
36231,Quality-checks,1.5,42.0
36231,Documentation,2.0,42.0
36231,Metadata-study-level,2.0,42.0
36231,Transformation-of-data,1.5,163.0
36231,Initial-review-and-planning,4.0,163.0
36231,Quality-checks,2.0,11.0
36231,Other,2.0,46.5
36231,Quality-checks,5.0,163.0
36231,Initial-review-and-planning,7.0,163.0
36231,Quality-checks,2.0,163.0
36231,Quality-checks,1.5,420.0
36231,Transformation-of-data,,11.0
36231,Quality-checks,1.0,42.0
36231,Non-curation,2.0,46.5
36231,Communication-for-study,1.0,46.5
36231,Quality-checks,0.5,42.0
36231,Quality-checks,2.0,163.0
36231,Transformation-of-data,3.5,163.0
36231,Documentation,4.0,46.5
36231,Communication-for-study,1.0,163.0
36231,Metadata-study-level,1.75,163.0
36231,Transformation-of-data,4.5,42.0
36231,Quality-checks,1.5,46.5
36231,Documentation,5.0,163.0
36231,Documentation,3.0,163.0
36231,Documentation,3.0,16.5
36231,Documentation,,11.0
36231,Transformation-of-data,8.0,901.0
36231,Communication-for-study,4.5,16.5
36231,Initial-review-and-planning,3.0,46.5
36231,Non-curation,1.0,46.5
36231,Non-curation,4.0,46.5
36231,Communication-for-study,,42.0
36231,Communication-for-study,5.0,163.0
36231,Transformation-of-data,1.5,163.0
36231,Transformation-of-data,2.0,163.0
36231,Other,5.0,163.0
36231,Quality-checks,1.0,42.0
36231,Communication-for-study,5.5,163.0
36231,Non-curation,1.0,46.5
36231,Metadata-study-level,1.5,46.5
36231,Non-curation,4.75,163.0
36231,Communication-for-study,,163.0
36231,Other,8.0,420.0
36231,Communication-for-study,0.5,420.0
36231,Transformation-of-data,,901.0
36231,Quality-checks,3.5,901.0
36231,Non-curation,7.0,901.0
36231,Metadata-study-level,2.0,36.5
36231,Communication-for-study,6.0,26.0
36231,Initial-review-and-planning,,901.0
36231,Non-curation,1.0,36.5
36231,Communication-for-study,0.5,420.0
36231,Transformation-of-data,8.0,420.0
36231,Initial-review-and-planning,0.5,8.0
36231,Quality-checks,8.0,901.0
36231,Quality-checks,6.0,901.0
36231,Non-curation,3.5,901.0
36231,Communication-for-study,0.5,420.0
36231,Documentation,5.0,901.0
36231,Quality-checks,6.0,901.0
36231,Initial-review-and-planning,0.5,8.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,8.0,901.0
36231,Quality-checks,0.5,901.0
36231,Metadata-study-level,1.5,901.0
36231,Quality-checks,4.0,901.0
36231,Quality-checks,1.5,901.0
36231,Other,2.0,901.0
36231,Communication-for-study,1.0,420.0
36231,Quality-checks,0.5,36.5
36231,Metadata-study-level,,901.0
36231,Quality-checks,0.5,901.0
36231,Quality-checks,2.5,420.0
36231,Initial-review-and-planning,1.0,901.0
36231,Non-curation,0.5,901.0
36231,Non-curation,8.0,420.0
36231,Other,8.0,420.0
36231,Documentation,8.0,901.0
36231,Non-curation,3.0,901.0
36231,Non-curation,8.0,901.0
36231,Non-curation,0.5,901.0
36231,Quality-checks,2.0,901.0
36231,Quality-checks,4.0,901.0
36231,Quality-checks,1.0,36.5
36231,Metadata-study-level,3.5,901.0
36231,Non-curation,0.5,901.0
36231,Other,4.5,36.5
36231,Other,,8.0
36231,Communication-for-study,2.0,901.0
36231,Documentation,1.0,901.0
36231,Transformation-of-data,1.0,901.0
36231,Other,1.0,901.0
36231,Non-curation,0.5,901.0
36231,Non-curation,0.5,901.0
36231,Communication-for-study,0.5,420.0
36231,Non-curation,1.0,901.0
36231,Documentation,6.0,901.0
36231,Non-curation,0.5,901.0
36231,Metadata-study-level,6.0,26.0
36231,Quality-checks,3.5,901.0
36231,Non-curation,3.0,901.0
36231,Quality-checks,3.5,26.0
36231,Transformation-of-data,8.0,420.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,8.0,901.0
36231,Quality-checks,3.0,901.0
36231,Non-curation,,901.0
36231,Quality-checks,,420.0
36231,Transformation-of-data,2.0,36.5
36231,Communication-for-study,8.0,901.0
36231,Transformation-of-data,8.0,420.0
36231,Quality-checks,8.5,901.0
36231,Documentation,8.5,901.0
36231,Documentation,8.0,420.0
36231,Communication-for-study,7.0,901.0
36231,Communication-for-study,8.0,901.0
36231,Quality-checks,3.0,26.0
36231,Non-curation,8.0,901.0
36231,Transformation-of-data,0.5,901.0
36231,Communication-for-study,,901.0
36231,Quality-checks,6.0,901.0
36231,Quality-checks,2.0,26.0
36231,Communication-for-study,,901.0
36231,Quality-checks,8.0,420.0
36231,Initial-review-and-planning,2.5,8.0
36231,Non-curation,8.0,901.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,1.5,420.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,5.0,901.0
36231,Initial-review-and-planning,3.5,420.0
36231,Quality-checks,5.0,420.0
36231,Non-curation,,901.0
36231,Metadata-study-level,8.0,901.0
36231,Non-curation,1.0,901.0
36231,Other,8.0,901.0
36231,Metadata-study-level,1.5,26.0
36231,Non-curation,6.0,901.0
36231,Transformation-of-data,,901.0
36231,Documentation,2.0,36.5
36231,Quality-checks,1.0,420.0
36231,Transformation-of-data,8.0,901.0
36231,Communication-for-study,8.0,901.0
36231,Initial-review-and-planning,4.0,8.0
36231,Initial-review-and-planning,0.5,26.0
36231,Communication-for-study,4.0,901.0
36231,Initial-review-and-planning,,901.0
36231,Quality-checks,1.5,26.0
36231,Communication-for-study,0.5,420.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,,901.0
36231,Transformation-of-data,8.5,901.0
36231,Documentation,6.5,36.5
36231,Documentation,7.0,901.0
36231,Quality-checks,3.0,420.0
36231,Transformation-of-data,8.0,901.0
36231,Communication-for-study,2.0,420.0
36231,Documentation,9.0,901.0
36231,Non-curation,3.0,901.0
36231,Quality-checks,,901.0
36231,Non-curation,,901.0
36231,Communication-for-study,4.5,901.0
36231,Metadata-study-level,0.5,26.0
36231,Documentation,11.0,901.0
36231,Communication-for-study,1.5,420.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,8.0,901.0
36231,Communication-for-study,6.0,901.0
36231,Communication-for-study,8.0,36.5
36231,Communication-for-study,1.5,26.0
36231,Non-curation,2.0,36.5
36231,Transformation-of-data,0.5,420.0
36268,Initial-review-and-planning,5.5,29.0
36268,Transformation-of-data,7.5,32.5
36268,Non-curation,6.5,29.0
36268,Non-curation,2.0,32.5
36268,Transformation-of-data,1.5,32.5
36268,Transformation-of-data,3.0,29.0
36268,Non-curation,5.0,32.5
36268,Quality-checks,,32.5
36268,Initial-review-and-planning,2.0,32.5
36268,Non-curation,1.0,32.5
36268,Quality-checks,4.5,32.5
36268,Quality-checks,3.5,32.5
36268,Quality-checks,0.5,32.5
36268,Non-curation,1.5,29.0
36268,Non-curation,4.5,29.0
36268,Initial-review-and-planning,8.0,29.0
36268,Quality-checks,3.5,32.5
36287,Quality-checks,1.0,52.5
36287,Quality-checks,3.0,52.5
36287,Quality-checks,1.5,52.5
36287,Documentation,4.0,52.5
36287,Quality-checks,3.0,52.5
36287,Quality-checks,4.0,52.5
36287,Transformation-of-data,6.0,52.5
36287,Other,3.0,52.5
36287,Quality-checks,0.5,52.5
36287,Quality-checks,0.5,52.5
36287,Quality-checks,1.0,52.5
36287,Quality-checks,1.0,52.5
36287,Non-curation,1.0,52.5
36287,Initial-review-and-planning,4.0,52.5
36287,Quality-checks,4.0,52.5
36287,Quality-checks,0.5,52.5
36287,Initial-review-and-planning,3.0,52.5
36287,Quality-checks,1.0,52.5
36287,Initial-review-and-planning,8.0,52.5
36287,Quality-checks,1.0,52.5
36287,Quality-checks,1.5,52.5
36319,Metadata-study-level,7.0,51.5
36319,Non-curation,21.0,51.5
36319,Transformation-of-data,1.5,51.5
36319,Metadata-study-level,17.5,51.5
36346,Quality-checks,4.0,132.5
36346,Communication-for-study,8.0,132.5
36346,Quality-checks,5.5,132.5
36346,Initial-review-and-planning,8.0,132.5
36346,Other,,132.5
36346,Transformation-of-data,,132.5
36346,Quality-checks,2.0,132.5
36346,Documentation,8.0,132.5
36346,Metadata-study-level,8.0,132.5
36346,Quality-checks,6.0,132.5
36346,Communication-for-study,5.5,132.5
36346,Quality-checks,8.0,132.5
36346,Quality-checks,,132.5
36346,Initial-review-and-planning,8.0,132.5
36346,Quality-checks,6.5,132.5
36346,Quality-checks,,132.5
36346,Initial-review-and-planning,1.0,132.5
36346,Initial-review-and-planning,5.0,132.5
36346,Initial-review-and-planning,8.0,132.5
36346,Metadata-study-level,,132.5
36346,Quality-checks,2.0,132.5
36346,Non-curation,8.0,132.5
36349,Documentation,1.0,118.0
